record_id,launch_priority,should_publish,confidence,brand,part_type,part_subtype,primary_part_number,alt_part_numbers,oem_equivalent,product_name,compatible_models_text,track_sizes,chassis_mount_notes,serial_notes,position_notes,suggested_price_usd,source_tier,source_files,source_urls,verification_notes,seo_title,seo_h1,meta_description,slug,page_template
UP-0154,2,YES,Medium,Kubota,idler,front,RD411-22303,,RD411-22303,Kubota KX 161-3 Tension Idler Assembly,KX 161-3,,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,Kubota Front Idler RD411-22303 for Kubota KX 161-3,Kubota Front Idler RD411-22303 for Kubota KX 161-3,In-stock Kubota Front Idler RD411-22303 for Kubota KX 161-3. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part nu,kubota-rd411-22303-front-idler,Undercarriage part detail + machine fitment
UP-0156,2,YES,Medium,Kubota,idler,front,RD809-21300,,RD809-21300,Kubota U55-4 Tension Idler Assembly,U55-4,,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,Kubota Front Idler RD809-21300 for Kubota U55-4,Kubota Front Idler RD809-21300 for Kubota U55-4,In-stock Kubota Front Idler RD809-21300 for Kubota U55-4. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part numbe,kubota-rd809-21300-front-idler,Undercarriage part detail + machine fitment
UP-0134,2,YES,Medium,Kubota,roller,bottom,68658-21750,,68658-21750,Kubota KH 90 KX101 Bottom Roller,"KH 90, KX101",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,Kubota Bottom Roller 68658-21750 for Kubota KH 90,Kubota Bottom Roller 68658-21750 for Kubota KH 90,In-stock Kubota Bottom Roller 68658-21750 for Kubota KH 90. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part num,kubota-68658-21750-bottom-roller,Undercarriage part detail + machine fitment
UP-0138,2,YES,Medium,Kubota,roller,bottom,69371-21800,,69371-21800,Kubota RG30 Roller,RG30,,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,Kubota Bottom Roller 69371-21800 for Kubota RG30,Kubota Bottom Roller 69371-21800 for Kubota RG30,In-stock Kubota Bottom Roller 69371-21800 for Kubota RG30. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part numb,kubota-69371-21800-bottom-roller,Undercarriage part detail + machine fitment
UP-0141,2,YES,Medium,Kubota,roller,bottom,RA221-21700,,RA221-21700,Kubota KX 41-3 U15 Bottom Track Roller,"KX 41-3, U15",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,Kubota Bottom Roller RA221-21700 for Kubota KX 41-3,Kubota Bottom Roller RA221-21700 for Kubota KX 41-3,In-stock Kubota Bottom Roller RA221-21700 for Kubota KX 41-3. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part n,kubota-ra221-21700-bottom-roller,Undercarriage part detail + machine fitment
UP-0143,2,YES,Medium,Kubota,roller,top,RC208-21904,,RC208-21904,Kubota KX91-2 KX121-2 KX 101 Upper Roller,"KX91-2, KX121-2, KX 101",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,Kubota Top Roller RC208-21904 for Kubota KX91-2,Kubota Top Roller RC208-21904 for Kubota KX91-2,In-stock Kubota Top Roller RC208-21904 for Kubota KX91-2. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part numbe,kubota-rc208-21904-top-roller,Undercarriage part detail + machine fitment
UP-0146,2,YES,Medium,Kubota,roller,top,RC767-21900,,RC767-21900,Kubota U25 U35 Top Roller,"U25, U35",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,Kubota Top Roller RC767-21900 for Kubota U25,Kubota Top Roller RC767-21900 for Kubota U25,"In-stock Kubota Top Roller RC767-21900 for Kubota U25. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, ",kubota-rc767-21900-top-roller,Undercarriage part detail + machine fitment
UP-0147,2,YES,Medium,Kubota,roller,bottom,RC788-21700,,RC788-21700,Kubota U35-4 Bottom Track Roller,U35-4,,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,Kubota Bottom Roller RC788-21700 for Kubota U35-4,Kubota Bottom Roller RC788-21700 for Kubota U35-4,In-stock Kubota Bottom Roller RC788-21700 for Kubota U35-4. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part num,kubota-rc788-21700-bottom-roller,Undercarriage part detail + machine fitment
UP-0152,2,YES,Medium,Kubota,roller,top,RD208-21904,,RD208-21904,Kubota KX 161-2 Upper Carrier Roller,KX 161-2,,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,Kubota Top Roller RD208-21904 for Kubota KX 161-2,Kubota Top Roller RD208-21904 for Kubota KX 161-2,In-stock Kubota Top Roller RD208-21904 for Kubota KX 161-2. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part num,kubota-rd208-21904-top-roller,Undercarriage part detail + machine fitment
UP-0155,2,YES,Medium,Kubota,roller,top,RD547-22900,,RD547-22900,Kubota U45-3 U55-4 Upper Roller,"U45-3, U55-4",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,Kubota Top Roller RD547-22900 for Kubota U45-3,Kubota Top Roller RD547-22900 for Kubota U45-3,In-stock Kubota Top Roller RD547-22900 for Kubota U45-3. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number,kubota-rd547-22900-top-roller,Undercarriage part detail + machine fitment
UP-0157,2,YES,Medium,Kubota,roller,top,RD809-21900,,RD809-21900,Kubota KX 080-3 Carrier Top Roller,KX 080-3,,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,Kubota Top Roller RD809-21900 for Kubota KX 080-3,Kubota Top Roller RD809-21900 for Kubota KX 080-3,In-stock Kubota Top Roller RD809-21900 for Kubota KX 080-3. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part num,kubota-rd809-21900-top-roller,Undercarriage part detail + machine fitment
UP-0158,2,YES,Medium,Kubota,roller,top,RD829-21900,,RD829-21900,Kubota KX 080-4 Top Carrier Roller,KX 080-4,,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,Kubota Top Roller RD829-21900 for Kubota KX 080-4,Kubota Top Roller RD829-21900 for Kubota KX 080-4,In-stock Kubota Top Roller RD829-21900 for Kubota KX 080-4. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part num,kubota-rd829-21900-top-roller,Undercarriage part detail + machine fitment
UP-0133,2,YES,Medium,Kubota,sprocket,drive,68658-14430,,68658-14430,Kubota KX 121-2 and KX-101 Sprocket,"KX 121-2, KX-101",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,Kubota Drive Sprocket 68658-14430 for Kubota KX 121-2,Kubota Drive Sprocket 68658-14430 for Kubota KX 121-2,In-stock Kubota Drive Sprocket 68658-14430 for Kubota KX 121-2. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part,kubota-68658-14430-drive-sprocket,Undercarriage part detail + machine fitment
UP-0135,2,YES,Medium,Kubota,sprocket,drive,68678-14430,,68678-14430,Kubota KX 161-2 KX151 Sprocket,"KX 161-2, KX151",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,Kubota Drive Sprocket 68678-14430 for Kubota KX 161-2,Kubota Drive Sprocket 68678-14430 for Kubota KX 161-2,In-stock Kubota Drive Sprocket 68678-14430 for Kubota KX 161-2. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part,kubota-68678-14430-drive-sprocket,Undercarriage part detail + machine fitment
UP-0140,2,YES,Medium,Kubota,sprocket,drive,RA111-14430,,RA111-14430,Kubota K008-3 U10-5 Sprocket,"K008-3, U10-5",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,Kubota Drive Sprocket RA111-14430 for Kubota K008-3,Kubota Drive Sprocket RA111-14430 for Kubota K008-3,In-stock Kubota Drive Sprocket RA111-14430 for Kubota K008-3. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part n,kubota-ra111-14430-drive-sprocket,Undercarriage part detail + machine fitment
UP-0142,2,YES,Medium,Kubota,sprocket,drive,RB511-14432,,RB511-14432,Kubota U25 Sprockets,U25,,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,Kubota Drive Sprocket RB511-14432 for Kubota U25,Kubota Drive Sprocket RB511-14432 for Kubota U25,In-stock Kubota Drive Sprocket RB511-14432 for Kubota U25. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part numb,kubota-rb511-14432-drive-sprocket,Undercarriage part detail + machine fitment
UP-0149,2,YES,Medium,Kubota,sprocket,drive,RD118-14433,,RD118-14433,Kubota KX 121-3 Drive Sprocket,KX 121-3,,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,Kubota Drive Sprocket RD118-14433 for Kubota KX 121-3,Kubota Drive Sprocket RD118-14433 for Kubota KX 121-3,In-stock Kubota Drive Sprocket RD118-14433 for Kubota KX 121-3. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part,kubota-rd118-14433-drive-sprocket,Undercarriage part detail + machine fitment
UP-0153,2,YES,Medium,Kubota,sprocket,drive,RD411-14432,,RD411-14432,Kubota U45-3 U55-4 Sprocket,"U45-3, U55-4",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx | part_numbers_on emergent.csv,,Imported from existing Emergent admin list | Emergent scrape. Use only after checking against source/manufacturer or after matching with Tier 1/Tier 2 records.,Kubota Drive Sprocket RD411-14432 for Kubota U45-3,Kubota Drive Sprocket RD411-14432 for Kubota U45-3,In-stock Kubota Drive Sprocket RD411-14432 for Kubota U45-3. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part nu,kubota-rd411-14432-drive-sprocket,Undercarriage part detail + machine fitment
UP-0030,3,YES,High,CASE,roller,bottom,68493-21700,,68493-21700,Case CK50 bottom roller,CK50,,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx,https://www.rubbertrax.com/rollers,"Sales-team researched. Verify fine details such as serial split, chassis mount, flange style before using hard fitment claims.",CASE Bottom Roller 68493-21700 for CASE CK50,CASE Bottom Roller 68493-21700 for CASE CK50,"In-stock CASE Bottom Roller 68493-21700 for CASE CK50. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, ",case-68493-21700-bottom-roller,Undercarriage part detail + machine fitment
UP-0029,3,YES,High,CASE,roller,bottom,68541-21700,,68541-21700,Case CK25 bottom roller,CK25,,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx,https://www.rubbertrax.com/rollers,"Sales-team researched. Verify fine details such as serial split, chassis mount, flange style before using hard fitment claims.",CASE Bottom Roller 68541-21700 for CASE CK25,CASE Bottom Roller 68541-21700 for CASE CK25,"In-stock CASE Bottom Roller 68541-21700 for CASE CK25. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, ",case-68541-21700-bottom-roller,Undercarriage part detail + machine fitment
UP-0024,3,YES,High,CASE,roller,bottom,87535297,87447228|87447230,87535297,"Case TR270, TR310, TR320, TR340, TR380, LT185, LT190, C175, C185, C190 bottom rollers","TR270, TR310, TR320, TR340, TR380, LT185, LT190, C175, C185, C190",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx,https://www.rubbertrax.com/rollers,Shared with several New Holland models,CASE Bottom Roller 87535297 for CASE TR270,CASE Bottom Roller 87535297 for CASE TR270,"In-stock CASE Bottom Roller 87535297 for CASE TR270. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, ma",case-87535297-bottom-roller,Undercarriage part detail + machine fitment
UP-0031,3,YES,High,CASE,roller,bottom,KAA1160,,KAA1160,Case CX75 bottom roller,CX75,,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx,https://www.rubbertrax.com/rollers,"Sales-team researched. Verify fine details such as serial split, chassis mount, flange style before using hard fitment claims.",CASE Bottom Roller KAA1160 for CASE CX75,CASE Bottom Roller KAA1160 for CASE CX75,"In-stock CASE Bottom Roller KAA1160 for CASE CX75. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, mach",case-kaa1160-bottom-roller,Undercarriage part detail + machine fitment
UP-0028,3,YES,High,CASE,roller,bottom,PH64D00010F1,,PH64D00010F1,Case CX47 bottom roller,CX47,,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx,https://www.rubbertrax.com/rollers,"Sales-team researched. Verify fine details such as serial split, chassis mount, flange style before using hard fitment claims.",CASE Bottom Roller PH64D00010F1 for CASE CX47,CASE Bottom Roller PH64D00010F1 for CASE CX47,"In-stock CASE Bottom Roller PH64D00010F1 for CASE CX47. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number,",case-ph64d00010f1-bottom-roller,Undercarriage part detail + machine fitment
UP-0025,3,YES,High,CASE,roller,bottom,PM64D00009F2,,PM64D00009F2,Case CX25 bottom roller,CX25,,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx,https://www.rubbertrax.com/rollers,"Sales-team researched. Verify fine details such as serial split, chassis mount, flange style before using hard fitment claims.",CASE Bottom Roller PM64D00009F2 for CASE CX25,CASE Bottom Roller PM64D00009F2 for CASE CX25,"In-stock CASE Bottom Roller PM64D00009F2 for CASE CX25. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number,",case-pm64d00009f2-bottom-roller,Undercarriage part detail + machine fitment
UP-0026,3,YES,High,CASE,roller,bottom,PW64D00010F2,,PW64D00010F2,Case CX31B bottom roller,CX31B,,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx,https://www.rubbertrax.com/rollers,"Sales-team researched. Verify fine details such as serial split, chassis mount, flange style before using hard fitment claims.",CASE Bottom Roller PW64D00010F2 for CASE CX31B,CASE Bottom Roller PW64D00010F2 for CASE CX31B,In-stock CASE Bottom Roller PW64D00010F2 for CASE CX31B. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number,case-pw64d00010f2-bottom-roller,Undercarriage part detail + machine fitment
UP-0027,3,YES,High,CASE,roller,bottom,PX64D00009F1,,PX64D00009F1,Case CX36B bottom roller,CX36B,,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx,https://www.rubbertrax.com/rollers,"Sales-team researched. Verify fine details such as serial split, chassis mount, flange style before using hard fitment claims.",CASE Bottom Roller PX64D00009F1 for CASE CX36B,CASE Bottom Roller PX64D00009F1 for CASE CX36B,In-stock CASE Bottom Roller PX64D00009F1 for CASE CX36B. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number,case-px64d00009f1-bottom-roller,Undercarriage part detail + machine fitment
UP-0041,3,REVIEW,High,Gehl,roller,bottom,180775,,180775,"Gehl CTL60, CTL65 compact track loader bottom rollers","CTL60, CTL65",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx,https://www.rubbertrax.com/rollers,"Sales-team researched. Verify fine details such as serial split, chassis mount, flange style before using hard fitment claims.",Gehl Bottom Roller 180775 for Gehl CTL60,Gehl Bottom Roller 180775 for Gehl CTL60,"In-stock Gehl Bottom Roller 180775 for Gehl CTL60. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, mach",gehl-180775-bottom-roller,Undercarriage part detail + machine fitment
UP-0042,3,REVIEW,High,Gehl,roller,bottom,181120,,181120,"Gehl CTL70, CTL75, CTL80, CTL85 bottom rollers","CTL70, CTL75, CTL80, CTL85",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx,https://www.rubbertrax.com/rollers,"Sales-team researched. Verify fine details such as serial split, chassis mount, flange style before using hard fitment claims.",Gehl Bottom Roller 181120 for Gehl CTL70,Gehl Bottom Roller 181120 for Gehl CTL70,"In-stock Gehl Bottom Roller 181120 for Gehl CTL70. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, mach",gehl-181120-bottom-roller,Undercarriage part detail + machine fitment
UP-0043,3,REVIEW,High,Gehl,roller,bottom,271020,,271020,"Gehl RT175, RT210, RT250 bottom rollers","RT175, RT210, RT250",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx,https://www.rubbertrax.com/rollers,"Sales-team researched. Verify fine details such as serial split, chassis mount, flange style before using hard fitment claims.",Gehl Bottom Roller 271020 for Gehl RT175,Gehl Bottom Roller 271020 for Gehl RT175,"In-stock Gehl Bottom Roller 271020 for Gehl RT175. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, mach",gehl-271020-bottom-roller,Undercarriage part detail + machine fitment
UP-0044,3,REVIEW,High,Gehl,roller,bottom,AT366460,,AT366460,"Gehl RT165, RT175, RT250, VT320 bottom rollers (Prowler)","RT165, RT175, RT250, VT320",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx,https://rubbertrack.com/undercarriage-parts/compact-track-loaders/gehl/rt165/gehl-rt165-bottom-roller-pn-at366460/,"Sales-team researched. Verify fine details such as serial split, chassis mount, flange style before using hard fitment claims.",Gehl Bottom Roller AT366460 for Gehl RT165,Gehl Bottom Roller AT366460 for Gehl RT165,"In-stock Gehl Bottom Roller AT366460 for Gehl RT165. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, ma",gehl-at366460-bottom-roller,Undercarriage part detail + machine fitment
UP-0046,3,REVIEW,High,JCB,roller,bottom,322/P5845,,322/P5845,"JCB 200T, 225T, 260T, 280T, 300T, 320T, 330T bottom rollers","200T, 225T, 260T, 280T, 300T, 320T, 330T",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx,https://www.rubbertrax.com/rollers,"Sales-team researched. Verify fine details such as serial split, chassis mount, flange style before using hard fitment claims.",JCB Bottom Roller 322/P5845 for JCB 200T,JCB Bottom Roller 322/P5845 for JCB 200T,"In-stock JCB Bottom Roller 322/P5845 for JCB 200T. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, mach",jcb-322-p5845-bottom-roller,Undercarriage part detail + machine fitment
UP-0045,3,REVIEW,High,JCB,roller,bottom,331/20159,,331/20159,"JCB 180T, 190T, 1110T bottom rollers","180T, 190T, 1110T",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx,https://www.rubbertrax.com/rollers,"Sales-team researched. Verify fine details such as serial split, chassis mount, flange style before using hard fitment claims.",JCB Bottom Roller 331/20159 for JCB 180T,JCB Bottom Roller 331/20159 for JCB 180T,"In-stock JCB Bottom Roller 331/20159 for JCB 180T. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, mach",jcb-331-20159-bottom-roller,Undercarriage part detail + machine fitment
UP-0049,3,REVIEW,High,JCB,roller,bottom,331/56572,,331/56572,JCB 8035ZTS bottom rollers,8035ZTS,,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx,https://www.rubbertrax.com/rollers,"Sales-team researched. Verify fine details such as serial split, chassis mount, flange style before using hard fitment claims.",JCB Bottom Roller 331/56572 for JCB 8035ZTS,JCB Bottom Roller 331/56572 for JCB 8035ZTS,"In-stock JCB Bottom Roller 331/56572 for JCB 8035ZTS. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, m",jcb-331-56572-bottom-roller,Undercarriage part detail + machine fitment
UP-0047,3,REVIEW,High,JCB,roller,bottom,332/P5844,,332/P5844,"JCB 150T, 150TR, 205T bottom rollers","150T, 150TR, 205T",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx,https://www.rubbertrax.com/rollers,"Sales-team researched. Verify fine details such as serial split, chassis mount, flange style before using hard fitment claims.",JCB Bottom Roller 332/P5844 for JCB 150T,JCB Bottom Roller 332/P5844 for JCB 150T,"In-stock JCB Bottom Roller 332/P5844 for JCB 150T. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, mach",jcb-332-p5844-bottom-roller,Undercarriage part detail + machine fitment
UP-0048,3,REVIEW,High,JCB,roller,bottom,332/W3498,,332/W3498,"JCB 8025, 8035 bottom rollers","8025, 8035",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx,https://www.rubbertrax.com/rollers,"Sales-team researched. Verify fine details such as serial split, chassis mount, flange style before using hard fitment claims.",JCB Bottom Roller 332/W3498 for JCB 8025,JCB Bottom Roller 332/W3498 for JCB 8025,"In-stock JCB Bottom Roller 332/W3498 for JCB 8025. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, mach",jcb-332-w3498-bottom-roller,Undercarriage part detail + machine fitment
UP-0075,3,REVIEW,High,Volvo,roller,bottom,1180-9095,,1180-9095,"Volvo EC25, EC35 bottom rollers","EC25, EC35",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx,https://www.rubbertrax.com/rollers,"Sales-team researched. Verify fine details such as serial split, chassis mount, flange style before using hard fitment claims.",Volvo Bottom Roller 1180-9095 for Volvo EC25,Volvo Bottom Roller 1180-9095 for Volvo EC25,"In-stock Volvo Bottom Roller 1180-9095 for Volvo EC25. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number, ",volvo-1180-9095-bottom-roller,Undercarriage part detail + machine fitment
UP-0076,3,REVIEW,High,Volvo,roller,bottom,1181-00440,,1181-00440,"Volvo ECR55, ECR58 bottom rollers","ECR55, ECR58",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx,https://www.rubbertrax.com/rollers,"Sales-team researched. Verify fine details such as serial split, chassis mount, flange style before using hard fitment claims.",Volvo Bottom Roller 1181-00440 for Volvo ECR55,Volvo Bottom Roller 1181-00440 for Volvo ECR55,In-stock Volvo Bottom Roller 1181-00440 for Volvo ECR55. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number,volvo-1181-00440-bottom-roller,Undercarriage part detail + machine fitment
UP-0077,3,REVIEW,High,Volvo,roller,bottom,1452-0839,,1452-0839,Volvo ECR88 bottom rollers,ECR88,,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx,https://www.rubbertrax.com/rollers,"Sales-team researched. Verify fine details such as serial split, chassis mount, flange style before using hard fitment claims.",Volvo Bottom Roller 1452-0839 for Volvo ECR88,Volvo Bottom Roller 1452-0839 for Volvo ECR88,"In-stock Volvo Bottom Roller 1452-0839 for Volvo ECR88. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part number,",volvo-1452-0839-bottom-roller,Undercarriage part detail + machine fitment
UP-0078,3,REVIEW,High,Volvo,roller,bottom,1621-3288,,1621-3288,"Volvo MCT110C, MCT125C, MCT135C, MCT145C compact track loader bottom rollers","MCT110C, MCT125C, MCT135C, MCT145C",,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx,https://www.rubbertrax.com/rollers,"Sales-team researched. Verify fine details such as serial split, chassis mount, flange style before using hard fitment claims.",Volvo Bottom Roller 1621-3288 for Volvo MCT110C,Volvo Bottom Roller 1621-3288 for Volvo MCT110C,In-stock Volvo Bottom Roller 1621-3288 for Volvo MCT110C. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part numbe,volvo-1621-3288-bottom-roller,Undercarriage part detail + machine fitment
UP-0083,3,REVIEW,High,Yanmar,roller,bottom,172187-37302,,172187-37302,Yanmar ViO70 bottom rollers,ViO70,,,,,,Tier 2 - Sales-team researched master,undercarriage_bottom_rollers_sprockets_master_v3.xlsx,https://www.rubbertrax.com/rollers,"Sales-team researched. Verify fine details such as serial split, chassis mount, flange style before using hard fitment claims.",Yanmar Bottom Roller 172187-37302 for Yanmar ViO70,Yanmar Bottom Roller 172187-37302 for Yanmar ViO70,In-stock Yanmar Bottom Roller 172187-37302 for Yanmar ViO70. Wholesale undercarriage parts from Houston with nationwide shipping. Verify fitment by part nu,yanmar-172187-37302-bottom-roller,Undercarriage part detail + machine fitment
